,question,answer,img_id,type
3522,gấu bông được để ở đâu,toa xe,186997,3
3523,nhiều người hâm mộ đang xem một trận bóng chày ở đâu,sân vận động,511786,3
3524,nơi mà cây héo đơn lẻ trỗi dậy,lọ cắm hoa,271351,3
3525,người đàn ông đốt lò ở đâu,cửa tiệm,236375,3
3526,trẻ nhỏ đang sử dụng điều khiển chơi game từ xa ở đâu,phòng,86790,3
3527,du khách nam đang ở đâu,sân bay,365309,3
3528,bếp cũ đang được thay thế ở đâu,phòng bếp,75802,3
3529,đâu là bến trực thăng,kho,302481,3
3530,bồn tắm hình bầu dục lớn nằm ở đâu,phòng tắm,323186,3
3531,xúc xích cho người sành ăn ở đâu,hộp,329351,3
3532,người phụ nữ đang sử dụng ipad ở đâu,giường,377850,3
3533,người chuẩn bị hotdogs ở đâu,cái rổ,268072,3
3534,mặt bàn sạch sẽ nằm ở đâu,phòng bếp,342718,3
3535,đầu bếp mở lò nướng ở đâu,phòng bếp,189278,3
3536,vài cây cam nhỏ ở đâu,cửa hàng,558748,3
3537,một số người đánh vần một cái gì đó ở đâu,đường phố,67502,3
3538,xe buýt đang ở đâu,đường phố,476060,3
3539,người phụ nữ nằm ở đâu,giường,57810,3
3540,một bồn tắm cũ ở đâu,phòng tắm,477154,3
3541,những bông hoa đầy màu sắc ở đâu,lọ cắm hoa,474224,3
3542,tủ lạnh nhỏ ở đâu,phòng bếp,63974,3
3543,"người phụ nữ nằm ở đâu khi đọc một cuốn sách, và vuốt ve một con mèo",giường,458255,3
3544,xe đẩy màu đỏ ở đâu,trạm,542338,3
3545,hai bông hoa màu tím ở đâu,lọ cắm hoa,52773,3
3546,con mèo xám đang ngồi trên một chiếc ghế dài màu xanh đậm ở đâu,phòng,323133,3
3547,người phụ nữ đang làm gì đó để ăn ở đâu,phòng bếp,464650,3
3548,con vật nhồi bông ở đâu,hộp,92181,3
3549,bánh sandwich thịt và phô mai được phục vụ ở đâu,cái rổ,185577,3
3550,bộ sưu tập đồ nội thất ở đâu,phòng,138910,3
3551,salad lớn được chứa ở đâu,bát,338864,3
3552,người đàn ông đang ngồi ở đâu,cái ghế,322536,3
3553,đứa trẻ nhỏ ở đâu,giường,321674,3
3554,người đang nằm ở đâu,giường,436468,3
3555,con mèo đang nằm ở đâu,cái ghế,24299,3
3556,xe lửa màu vàng ở đâu với những người trên chúng,trạm,572840,3
3557,chuối và hai quả táo được đặt ở đâu,bát,353558,3
3558,con thỏ ngồi ở đâu,phòng,508899,3
3559,nhóm hoa màu đỏ ở đâu với thân cây xanh dài,lọ cắm hoa,242597,3
3560,người đàn ông đang ngồi ở đâu,cái ghế,29161,3
3561,tủ lạnh tan đang ở đâu,phòng bếp,233376,3
3562,người phụ nữ đang sử dụng máy xay sinh tố ở đâu,phòng bếp,154037,3
3563,con mèo đang tận hưởng một giấc ngủ ngắn ở đâu,cái ghế,2988,3
3564,con mèo đang nhìn ở đâu,gương,365205,3
3565,con mèo đen đang ngồi ở đâu,gầu múc,542946,3
3566,xe máy và xe hơi đang ở đâu,ga-ra,63828,3
3567,pizza đang được nấu ở đâu,lò vi sóng,23588,3
3568,con mèo đang ngồi ở đâu,cái ghế,519764,3
3569,giường tầng gỗ được đặt ở đâu,hành lang,159974,3
3570,người phụ nữ đang chụp ảnh mình ở đâu,gương,387408,3
3571,cửa sổ mở ở đâu,phòng tắm,137110,3
3572,hai người đàn ông trong khi một người chơi một trò chơi wii mote ở đâu,lò vi sóng,286033,3
3573,hai con hươu cao cổ đang ở đâu,vườn bách thú,26538,3
3574,người đàn ông rửa tay ở đâu,chậu,40901,3
3575,đứa trẻ đang chải tóc ở đâu,gương,18412,3
3576,đâu là một miếng pizza nằm ở đâu,hộp,3511,3
3577,người phụ nữ đang giữ một máy ảnh ở đâu,gương,325907,3
3578,người đang chụp ảnh mình ở đâu,gương,50988,3
3579,người đàn ông ở đâu trong hồ,con thuyền,264930,3
3580,bàn dài ngồi ở đâu,phòng,160952,3
3581,hai nơi tạo nên giường đôi ở đâu,phòng,563656,3
3582,người phụ nữ ngồi xổm ở đâu,cái ghế,70339,3
3583,đứa trẻ nhỏ đang ngồi ở đâu,chậu,274758,3
3584,bức tượng mèo đã đặt ở đâu,phòng tắm,78221,3
3585,hai con hươu cao cổ ở đâu,chuồng,173166,3
3586,gấu bông nâu nằm ở đâu,giường,374133,3
3587,bồn vệ sinh màu xanh lá cây được tô điểm ở đâu,phòng tắm,455769,3
3588,người đàn ông đang ngủ ở đâu,giường,14970,3
3589,cậu bé đang đứng đâu,phòng tắm,196900,3
3590,giường được đặt ở đâu,phòng,480712,3
3591,trượt ván màu đen đang làm một mánh khóe ở đâu,hồ bơi,237658,3
3592,bông hoa rực rỡ treo ở đâu,lọ cắm hoa,414686,3
3593,mèo trắng cuộn tròn ở đâu,bát,557239,3
3594,chàng trai và cô gái giúp một người phụ nữ nướng bánh ở đâu,phòng bếp,233642,3
3595,người phụ nữ vuốt ve ở đâu,lồng,421400,3
3596,pizza với các phần khác nhau được chứa ở đâu,hộp,297984,3
3597,con mèo ngồi ở đâu trong khi nhìn ra ngoài,chậu,361621,3
3598,"điểm nổi bật của vòi hoa sen, nhà vệ sinh và bồn rửa ở đâu",phòng tắm,478375,3
3599,những bông hoa nằm ở đâu,lọ cắm hoa,86468,3
3600,gấu bông lớn màu nâu đang ngồi ở đâu,cửa hàng,404406,3
3601,cà rốt tươi đang ở đâu,cái rổ,579447,3
3602,người phụ nữ sử dụng điện thoại di động ở đâu để chụp ảnh,gương,522185,3
3603,người đàn ông chờ đợi ở đâu trong khi xem tivi,giường,60596,3
3604,hoa tulip tím ở đâu,lọ cắm hoa,155102,3
3605,cảnh sát đi xe máy ở đâu,đường bộ,519053,3
3606,lò vi sóng gắn ở đâu,buồng,457638,3
3607,người đàn ông đặt một con gà tây chưa nấu chín ở đâu,lò vi sóng,275413,3
3608,mọi người đang đi đâu,sân bay,187253,3
3609,"bồn tắm, nhà vệ sinh và bồn rửa với tủ gỗ ở đâu",phòng tắm,350597,3
3610,hai người phụ nữ đang chơi trò chơi video ở đâu,phòng,421876,3
3611,hai thanh niên đang giữ bộ điều khiển nintendo wii ở đâu ở đâu,phòng,149938,3
3612,đoàn tàu chạy qua tàu khác ở đâu,trạm,537861,3
3613,cô gái đang đi đâu,trạm,52238,3
3614,đâu là một bức màn mở tiết lộ một nhà vệ sinh,phòng tắm,580149,3
3615,con gấu đang ngồi ở đâu,cái ghế,479331,3
3616,cặp vợ chồng đang đứng ở đâu,phòng bếp,550746,3
3617,người phụ nữ đang đeo khăn quàng cổ đang ăn ở đâu,phòng bếp,261931,3
3618,hoa hướng dương lớn được hiển thị ở đâu,lọ cắm hoa,457261,3
3619,hai giường đơn đặt ở đâu,phòng ngủ,526793,3
3620,con mèo nhỏ đang ngồi ở đâu,bồn tắm,45208,3
3621,bảy bánh rán ngồi ở đâu,chảo,203388,3
3622,cặp vợ chồng đang chơi ở đâu,vườn bách thú,445814,3
3623,nhà vệ sinh màu trắng ở đâu,phòng tắm,502364,3
3624,người phụ nữ đang ngồi ở đâu,cái ghế,308936,3
3625,con mèo đen nằm ở đâu,bát,235842,3
3626,một số trái cây đang phát triển ở đâu,sân vườn,257029,3
3627,những bông hoa màu vàng ở đâu,lọ cắm hoa,580766,3
3628,người phụ nữ selfie ở đâu,gương,218060,3
3629,ba bông hoa đỏ cắm ở đâu,lọ cắm hoa,138342,3
3630,thức ăn kèm salad phục vụ ở đâu,món ăn,92288,3
3631,anh chàng đang lấp đầy bình nước ở đâu,chậu,382999,3
3632,người đang rửa một con chó ở đâu,bồn tắm,329011,3
3633,bữa ăn với hotdog và một số khoai tây chiên được phục vụ ở đâu,xe ô tô,311374,3
3634,người đàn ông buộc một chiếc cà vạt ở đâu,phòng,554630,3
3635,gấu đồ chơi nhồi bông ở đâu,cái ghế,252457,3
3636,cây hoặc thực vật ở đâu,sân vườn,115475,3
3637,con mèo đang nằm ở đâu,giường,311167,3
3638,quần áo được đóng gói gọn gàng ở đâu,vali,264236,3
3639,người phụ nữ đang ngồi ở đâu,vali,147775,3
3640,sáu loại bánh rán khác nhau được chứa ở đâu,hộp,391088,3
3641,cặp hai bàn trên đâu,nhà ở,406646,3
3642,cậu bé đọc sách cho em trai mình ở đâu,giường,274108,3
3643,một con mèo cam nằm ở đâu,bát,401705,3
3644,cậu bé nằm ở đâu,bồn tắm,80200,3
3645,cô gái đang chơi một trò chơi điện tử ở đâu,phòng,350701,3
3646,hai tàu dừng lại ở đâu,trạm,446199,3
3647,nhà vệ sinh và bồn tắm ở đâu,phòng tắm,382542,3
3648,một con mèo trưởng thành nằm xuống đâu,vali,92801,3
3649,một số hoa hướng dương được cắm ở đâu,lọ cắm hoa,236268,3
3650,con mèo sử dụng nhà vệ sinh ở đâu,nhà ở,37477,3
3651,cô gái đang sử dụng máy tính xách tay của trẻ em ở đâu,phòng,437184,3
3652,con mèo đen với đôi mắt vàng ngồi ở đâu,cái ghế,233379,3
3653,người đàn ông đang nằm ở đâu,giường,127834,3
3654,một người đàn ông lớn tuổi đang đặt một cái gì đó vào đâu,gầu múc,380827,3
3655,"người ăn ở đâu, đưa ngón tay cái lên",quán ăn,482122,3
3656,người đàn ông đang trượt xuống dốc ở đâu,trượt tuyết,401167,3
3657,hai màn hình máy tính ở đâu,văn phòng,205460,3
3658,cậu bé nhặt bàn chải đánh răng ở đâu,cửa hàng,389464,3
3659,em bé nằm ở đâu trên bộ ga giường màu hồng,phương tiện giao thông,178504,3
3660,con gấu nhồi bông ở đâu,cái ghế,384967,3
3661,trẻ mới biết đi ở đâu khi sử dụng nhà vệ sinh,phòng tắm,175476,3
3662,con mèo đang ngồi ở đâu,chậu,72605,3
3663,nắp bát nhà vệ sinh nằm ở đâu khi các thông báo nằm trên tường đằng sau nó,chuồng,260285,3
3664,con mèo đang cuộn tròn ở đâu,quả bóng,452872,3
3665,pizza ngồi ở đâu,hộp,88173,3
3666,đám đông đi bộ ở đâu,đường phố,519136,3
3667,cầu thủ bóng chày nam trẻ đang tạo dáng ở đâu,sân vận động,241206,3
3668,người đàn ông đứng ở đâu trong khi chuẩn bị thức ăn,phòng bếp,94807,3
3669,rau sẽ được rang ở đâu,lò vi sóng,492924,3
3670,con bò lớn màu nâu nằm ở đâu,đường phố,422295,3
3671,thuyền nhỏ được cập cảng ở đâu,bến tàu,50658,3
3672,các tủ được mở đặt ở đâu,phòng bếp,194620,3
3673,nơi có nhiều loại trái cây trưng bày ở đâu,thùng chứa,7367,3
3674,người đàn ông đang thử nghiệm máy tính xách tay ở đâu,cửa hàng,518109,3
3675,người phụ nữ và con chó của cô ấy ngồi ở đâu,cái ghế,504293,3
3676,nơi nào có một vài chiếc bánh cupcake sô cô la,chảo,235652,3
3677,tủ đông tủ lạnh đang ở đâu,phòng bếp,404191,3
3678,hai người cười đang chơi trò chơi video ở đâu,phòng,78633,3
3679,hai cây lan sáng màu đang cắmi ở đâu,lọ cắm hoa,303507,3
3680,con vật màu đen có thể là một con mèo ở đâu,vali,335092,3
3681,những con hươu cao cổ này đang ở đâu,chuồng,222113,3
3682,bó lục bình trắng sắp xếp ở đâu,lọ cắm hoa,515434,3
3683,đứa trẻ nhỏ đang cho một con hươu cao cổ ăn ở đâu,chuồng,337833,3
3684,người phụ nữ bận rộn đang chuẩn bị một bữa ăn ở đâu,phòng bếp,384907,3
3685,người phụ nữ đang ngồi ở đâu,tủ lạnh,465734,3
3686,người đang nằm ở đâu,giường,35672,3
3687,người phụ nữ đang tắm ở đâu,chậu,142689,3
3688,một nhà vệ sinh ở đâu,hộp,322852,3
3689,những chiếc lò nướng nằm ở đâu,tường,182968,3
3690,xe đạp màu cam nổi bật ở đâu,ảnh chụp,298182,3
3691,hai giường được đặt gọn gàng ở đâu,phòng,435994,3
3692,người đàn ông mặc gì khi đứng trước một tòa tháp đồng hồ,áo vest,274496,3
3693,những bức tường màu vàng tươi sáng thêm một luồng màu ấm áp ở đâu,phòng,338558,3
3694,những người nuôi con hươu cao cổ ở đâu,chuồng,67438,3
3695,con voi vươn vòi lên trên ở đâu,chuồng,221089,3
3696,hai cô gái đang đánh răng ở đâu,phòng tắm,307881,3
3697,những chiếc giường được đặt cạnh nhau ở đâu,phòng ngủ,537907,3
3698,cậu bé đang đọc một cuốn sách ở đâu,giường,220571,3
3699,gấu nâu lớn đang ngồi ở đâu,vườn bách thú,340333,3
3700,người đàn ông thư giãn ở đâu,cái ghế,261298,3
3701,con mèo đang chơi xung quanh đâu,vali,119614,3
3702,nhiều ngựa vằn đang cùng nhau ở đâu,vườn bách thú,28690,3
3703,đứa trẻ đang kiểm tra bột pizza ở đâu,tạp dề,363146,3
3704,đống hành lý lớn ở đâu,kho,544719,3
3705,nhóm trẻ em được quay ở đâu khi họ chơi trên ipad,lớp học,486644,3
3706,nệm và gối nằm ở đâu,phòng,434394,3
3707,người đàn ông đứng ở đâu khi một chuyến tàu đi qua,trạm,81544,3
3708,người phụ nữ thưởng thức một ly bia ở đâu,bến du thuyền,463284,3
3709,hai người phụ nữ chuẩn bị thức ăn ở đâu,phòng bếp,89099,3
3710,pizza được chứa ở đâu,hộp,168274,3
3711,cô gái đi bộ đến xe buýt ở đâu,balo,139009,3
3712,sinh tố được làm ở đâu,máy xay,23017,3
3713,người đàn ông chuẩn bị ớt xanh ở đâu,phòng bếp,82729,3
3714,vòi chữa cháy màu vàng và xanh đang ngồi ở đâu,đường đi bộ,165766,3
3715,hai con gà tây đang được nấu ở đâu,lò vi sóng,487153,3
3716,bộ sưu tập của những con vật nhồi bông ở đâu,cửa sổ,171315,3
3717,đồng hồ nằm ở đâu,tòa tháp,137777,3
3718,cầu thủ bóng chày đang bắt bóng ở đâu,găng tay,262528,3
3719,nhóm thú nhồi bông màu cam treo ở đâu,cửa hàng,69729,3
3720,cặp ngựa vằn đang chơi đùa ở đâu,chuồng,294104,3
3721,ngũ cốc ở đâu cạnh chiếc bánh rán sô cô la trên đĩa,bát,364364,3
3722,thuyền được cập cảng ở đâu,bến du thuyền,37123,3
3723,người phụ nữ giữ bàn chải đánh răng ở đâu,phòng tắm,351133,3
3724,bông hoa đẹp màu đỏ nằm ở đâu,lọ cắm hoa,156915,3
3725,nhiều loại rau tươi khác nhau được chứa ở đâu,cái rổ,568572,3
3726,người đàn ông và một đứa trẻ mang hành lý ở đâu,sân bay,311254,3
3727,những bông hoa màu vàng được cắm ở đâu,lọ cắm hoa,171317,3
3728,một vài con chó con ngủ trưa ở đâu,giường,340598,3
3729,pizzas được gói ở đâu,hộp,532766,3
3730,người đang nhìn xuống đâu,trượt tuyết,24915,3
3731,một bể cá ở đâu,tường,543734,3
3732,người đang nấu ở đâu,phòng bếp,125707,3
3733,người đàn ông ngồi ở đâu,bồn tắm,121875,3
3734,máy tính xách tay ở đâu,phòng,332512,3
3735,hai cô gái chơi một trò chơi điện tử sôi động ở đâu,chung cư,1958,3
3736,con mèo đen nhỏ đang ngồi ở đâu,cái túi,51095,3
3737,cặp đôi băng ghế đã làm ở đâu,hành lý,418172,3
3738,mọi người đang sử dụng bộ điều khiển trò chơi video ở đâu,phòng,416451,3
3739,con mèo đen nằm ở đâu,chậu,117931,3
3740,người đàn ông đang đánh răng ở đâu,phòng tắm,242378,3
3741,dừng xe buýt hai tầng ở đâu,đường,77383,3
3742,con voi con đang đứng ở đâu,vườn bách thú,569582,3
3743,con mèo đang ngủ trưa ở đâu,cái ghế,183957,3
